推荐日,推荐排名,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,5日最高涨幅%,5日最低涨幅%,5日结果,首个+3%日,5日最佳收盘T+N,启动评分,MACD收口评分,MACD阶段,MACD窗口阶段,MACD开口收缩%,MACD收口3日%,MACD收口5日%,MACD收口效率,MACD标准化开口,MACD缠结,严格匹配度,最新价,所属行业,主题标签,流通市值(亿),参考总市值(亿),市值状态,市值数据源,筹码结构,收盘交易状态,激进买点,保守买点,激进止损,保守止损,激进止盈,保守止盈,关注理由,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2026-02-05,2,61.9,603101,汇嘉时代,9.88,-2.53,-1.11,-1.42,-2.73,-4.45,-0.1,-4.55,完整5日,,T+2,97.0,100.0,死叉强收口｜启动临界窗口,3,37.85,56.06,45.7,,0.1284,否,75.0,9.88,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,9.84~9.84（承接/回踩）,10.74~10.79（突破确认）,9.73,10.55,10.71 / 10.71,11.03 / 11.23,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.65，前期有明显缩量，而当前量比约1.35，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.8%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约37.9%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.87,T+5收盘退出,5,9.44,-4.56,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.0,-4.46,2026-02-12触发软止损预警,-4.45
2026-02-06,1,88.9,002103,广博股份,9.86,1.22,2.54,1.62,0.51,-0.91,3.35,-1.12,完整5日,,T+2,100.0,100.0,死叉强收口｜启动临界窗口,3,47.2,51.93,40.61,,0.0584,否,88.0,9.86,暂无同日行业数据,未分类,,,未取得市值,,67/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,9.76~9.76（承接/回踩）,10.60~10.65（突破确认）,9.65,10.40,10.57 / 10.57,10.92 / 11.13,当前仍站在20日线之上，20日线相对60日线高约2.3%，但短线均线结构还不算特别强。近20日上涨约4.0%，近5日约2.0%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.63，量能处于收缩状态，但当前量比约2.07，启动力度还需要继续观察。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.4%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约47.2%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,9.93,T+5收盘退出,5,9.77,-1.81,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.62,-1.81,5日内未触发关键退出信号,-0.91
2026-02-06,2,54.5,002795,永和智控,6.9,4.78,4.78,0.87,3.48,2.32,10.0,-0.72,完整5日,T+1,T+1,96.0,100.0,死叉强收口｜启动临界窗口,3,32.43,42.29,32.72,,0.1302,否,66.0,6.9,暂无同日行业数据,未分类,,,未取得市值,,60/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,6.82~6.82（承接/回踩）,7.81~7.88（突破确认）,6.67,7.56,7.79 / 7.79,8.21 / 8.48,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-7.4%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.81，量能处于收缩状态，但当前量比约1.88，启动力度还需要继续观察。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.1%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约32.4%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.0,移动止盈退出,2,7.23,2.94,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,8.43,-1.43,2026-02-09盘中达到第一止盈，但T+1不可卖；2026-02-10达到第一止盈：卖出50%；2026-02-10从峰值回撤约3.5%后退出,2.32
2026-02-09,1,92.9,002909,集泰股份,7.53,-1.06,-1.2,-1.2,-1.33,0.66,1.46,-2.26,完整5日,,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,50.49,55.41,60.45,,0.0589,否,100.0,7.53,暂无同日行业数据,未分类,,,未取得市值,,71/100｜筹码结构较好,接近阶段平台高点，重点观察放量突破是否成立,7.33~7.41（承接/回踩）,7.71~7.76（突破确认）,7.22,7.55,7.69 / 7.86,7.97 / 8.15,当前仍站在20日线之上，20日线相对60日线高约3.8%，但短线均线结构还不算特别强。近20日上涨约3.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.55，前期有明显缩量，而当前量比约1.01，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约50.5%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.56,T+5收盘退出,5,7.58,0.06,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.06,-2.65,5日内未触发关键退出信号,0.66
2026-02-09,2,84.8,601956,东贝集团,7.4,0.27,-0.27,-0.14,-1.22,0.68,0.81,-1.22,完整5日,,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,59.48,68.81,81.55,,0.0454,否,100.0,7.4,暂无同日行业数据,未分类,,,未取得市值,,67/100｜筹码结构较好,接近阶段平台高点，重点观察放量突破是否成立,7.11~7.16（承接/回踩）,7.54~7.57（突破确认）,7.03,7.41,7.52 / 7.53,7.75 / 7.89,当前仍站在20日线之上，20日线相对60日线高约2.0%，但短线均线结构还不算特别强。近20日上涨约0.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.79，前期有明显缩量，而当前量比约1.17，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约59.5%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.44,T+5收盘退出,5,7.45,-0.07,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.27,-1.75,5日内未触发关键退出信号,0.68
2026-02-09,3,83.8,002348,高乐股份,6.25,1.44,2.08,4.0,5.12,10.08,11.36,-0.48,完整5日,T+3,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,38.52,38.23,30.46,,0.0899,否,97.0,6.25,暂无同日行业数据,未分类,,,未取得市值,,65/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,6.12~6.17（承接/回踩）,6.78~6.83（突破确认）,5.96,6.60,6.76 / 6.76,7.07 / 7.26,当前仍站在20日线之上，20日线相对60日线高约5.1%，但短线均线结构还不算特别强。近20日上涨约2.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.57，前期有明显缩量，而当前量比约1.38，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.2%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约38.5%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.27,强势止盈/清仓,4,6.65,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,7.02,-0.8,2026-02-12达到第一止盈：卖出50%；达到第二止盈,10.08
2026-02-09,4,79.1,000078,电信等权,3.82,-2.36,-5.5,-9.16,-9.69,-8.12,-0.26,-9.69,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,37.51,46.24,57.4,,0.045,否,78.0,3.82,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,3.79~3.82（承接/回踩）,4.84~4.89（突破确认）,3.68,4.69,4.83 / 4.83,5.10 / 5.26,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约3.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.54，前期有明显缩量，而当前量比约1.15，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有12次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.4%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约37.5%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.79,结构止损退出,3,3.47,-8.64,3.0,6.0,-3.0,-6.0,50.0,,T+3,0.53,-8.44,2026-02-11触发软止损预警；2026-02-12触发软止损预警；2026-02-12收盘确认结构破坏,-8.12
2026-02-09,5,74.3,002775,文科股份,4.45,0.67,0.22,-2.25,-1.8,0.67,1.12,-2.7,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,44.66,54.98,61.4,,0.0858,否,76.0,4.45,暂无同日行业数据,未分类,,,未取得市值,,64/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,4.39~4.39（承接/回踩）,5.30~5.33（突破确认）,4.32,5.18,5.28 / 5.28,5.49 / 5.61,当前仍站在20日线之上，20日线相对60日线高约2.3%，但短线均线结构还不算特别强。近20日上涨约0.2%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.36，前期有明显缩量，而当前量比约1.08，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.8%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约44.7%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,4.47,T+5收盘退出,5,4.48,0.02,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.67,-3.13,2026-02-13触发软止损预警,0.67
2026-02-10,1,78.0,002067,景兴纸业,5.64,1.6,1.77,2.3,2.3,3.72,5.5,-0.18,完整5日,T+5,T+5,95.0,100.0,死叉强收口｜启动临界窗口,3,58.04,68.08,68.08,,0.0658,否,82.0,5.64,暂无同日行业数据,未分类,,,未取得市值,,58/100｜筹码结构中性,价格仍在20日线上方，但结构优势有限，等待进一步确认,5.51~5.51（承接/回踩）,6.18~6.22（突破确认）,5.42,6.04,6.17 / 6.17,6.42 / 6.58,当前仍站在20日线之上，20日线相对60日线高约1.0%，但短线均线结构还不算特别强。近20日上涨约0.7%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.58，量能处于收缩状态，但当前量比约2.43，启动力度还需要继续观察。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约58.0%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.8,T+5收盘退出,5,5.85,0.66,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.59,-2.93,5日内未触发关键退出信号,3.72
2026-02-10,2,65.4,600651,飞乐音响,8.27,2.3,-1.93,-2.3,-4.47,-3.02,6.17,-5.08,完整5日,,T+1,99.0,100.0,死叉强收口｜启动临界窗口,3,31.24,41.19,33.76,,0.1249,否,69.0,8.27,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,8.23~8.23（承接/回踩）,9.38~9.44（突破确认）,8.08,9.13,9.35 / 9.35,9.78 / 10.04,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-3.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.49，前期有明显缩量，而当前量比约1.19，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有12次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约31.2%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.28,T+5收盘退出,5,8.02,-3.34,3.0,6.0,-3.0,-6.0,50.0,,T+5,6.04,-5.19,2026-02-11盘中达到第一止盈，但T+1不可卖；2026-02-24触发软止损预警；2026-02-25触发软止损预警,-3.02
2026-02-10,3,57.5,002354,天娱数科,7.66,-3.79,-4.44,-6.27,-11.75,-11.75,0.65,-12.66,完整5日,,T+1,92.0,90.0,死叉强收口｜启动临界窗口,3,43.76,42.67,23.42,,0.1168,否,70.0,7.66,暂无同日行业数据,未分类,,,未取得市值,,66/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,7.24~7.32（承接/回踩）,8.54~8.61（突破确认）,7.21,8.27,8.51 / 8.51,8.96 / 9.24,当前仍站在20日线之上，20日线相对60日线高约8.3%，但短线均线结构还不算特别强。近20日上涨约-1.0%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.70，量能处于收缩状态，但当前量比约1.88，启动力度还需要继续观察。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约43.8%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.65,结构止损退出,4,6.76,-11.83,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.78,-11.76,2026-02-12触发软止损预警；2026-02-13触发软止损预警；2026-02-24触发软止损预警；2026-02-24收盘确认结构破坏,-11.75
2026-02-10,4,52.2,002301,齐心集团,8.12,-2.22,-4.19,-6.16,-5.05,-4.43,0.12,-6.53,完整5日,,T+1,97.0,100.0,死叉强收口｜启动临界窗口,3,47.2,59.6,51.2,,0.0993,否,71.0,8.12,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,7.67~7.75（承接/回踩）,8.84~8.91（突破确认）,7.70,8.57,8.81 / 8.81,9.27 / 9.56,当前仍站在20日线之上，20日线相对60日线高约2.8%，但短线均线结构还不算特别强。近20日上涨约-0.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.75，前期有明显缩量，而当前量比约1.54，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约47.2%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.08,T+5收盘退出,5,7.76,-4.16,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.62,-6.06,2026-02-12触发软止损预警；2026-02-13触发软止损预警；2026-02-24触发软止损预警；2026-02-25触发软止损预警,-4.43
2026-02-10,5,52.0,002108,沧州明珠,5.04,-0.2,-1.98,-3.17,-1.98,1.59,1.98,-3.37,完整5日,,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,53.32,71.61,76.72,,0.0502,否,62.0,5.04,暂无同日行业数据,未分类,,,未取得市值,,64/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,4.90~4.91（承接/回踩）,5.25~5.29（突破确认）,4.82,5.11,5.23 / 5.34,5.48 / 5.63,当前仍站在20日线之上，20日线相对60日线高约1.6%，但短线均线结构还不算特别强。近20日上涨约-0.4%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.82，量能处于收缩状态，但当前量比约1.89，启动力度还需要继续观察。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约53.3%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.03,T+5收盘退出,5,5.12,1.59,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.19,-3.18,2026-02-13触发软止损预警,1.59
2026-02-11,1,85.5,600281,华阳新材,6.28,-0.48,-3.34,0.8,3.82,2.23,4.78,-3.5,完整5日,T+4,T+4,95.0,100.0,死叉强收口｜启动临界窗口,3,53.73,70.4,63.6,,0.0628,否,80.0,6.28,暂无同日行业数据,未分类,,,未取得市值,,60/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,6.14~6.14（承接/回踩）,6.79~6.84（突破确认）,6.02,6.59,6.77 / 6.77,7.10 / 7.31,当前仍站在20日线之上，20日线相对60日线高约1.7%，但短线均线结构还不算特别强。近20日上涨约2.3%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.60，量能处于收缩状态，但当前量比约2.66，启动力度还需要继续观察。过去250个交易日有13次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约53.7%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.26,首止盈后T+5退出,5,6.42,2.58,3.0,6.0,-3.0,-6.0,50.0,T+4,T+5,5.11,-3.19,2026-02-13触发软止损预警；2026-02-25达到第一止盈：卖出50%,2.23
2026-02-12,1,59.7,600117,西宁特钢,2.85,-3.16,-0.7,4.56,4.56,6.32,7.02,-3.51,完整5日,T+3,T+5,97.0,100.0,死叉强收口｜启动临界窗口,3,4.56,49.55,58.94,,0.0688,否,71.0,2.85,暂无同日行业数据,未分类,,,未取得市值,,60/100｜筹码结构中性,结构偏弱，不建议因为低价或历史涨停次数单独介入,2.87~2.87（承接/回踩）,3.07~3.09（突破确认）,2.83,3.00,3.06 / 3.07,3.17 / 3.24,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-1.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.64，前期有明显缩量，而当前量比约1.02，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.8%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约4.6%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,2.84,强势止盈/清仓,3,3.01,4.3,3.0,6.0,-3.0,-6.0,50.0,T+3,T+3,7.04,-3.17,2026-02-25达到第一止盈：卖出50%；达到第二止盈,6.32
2026-02-24,1,81.6,600744,华银电力,6.54,0.31,10.4,21.41,22.02,28.29,34.25,-0.76,完整5日,T+2,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,47.97,55.58,58.28,,0.0994,否,74.0,6.54,暂无同日行业数据,公用事业,,,未取得市值,,62/100｜筹码结构较好,价格仍在20日线上方，但结构优势有限，等待进一步确认,6.45~6.45（承接/回踩）,7.52~7.56（突破确认）,6.37,7.39,7.50 / 7.50,7.73 / 7.87,当前仍站在20日线之上，20日线相对60日线高约4.4%，但短线均线结构还不算特别强。近20日上涨约-5.8%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.71，量能处于收缩状态，但当前量比约1.97，启动力度还需要继续观察。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约48.0%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.58,强势止盈/清仓,2,6.97,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,9.73,-1.37,2026-02-26达到第一止盈：卖出50%；达到第二止盈,28.29
2026-02-25,1,94.3,601608,中信重工,7.91,0.88,0.13,-1.26,-7.08,-8.98,1.77,-9.23,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,57.94,69.24,64.93,,0.0654,否,100.0,7.91,暂无同日行业数据,未分类,,,未取得市值,,71/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,7.45~7.53（承接/回踩）,8.45~8.51（突破确认）,7.36,8.21,8.42 / 8.42,8.84 / 9.10,当前仍站在20日线之上，20日线相对60日线高约8.9%，但短线均线结构还不算特别强。近20日上涨约9.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.62，前期有明显缩量，而当前量比约1.63，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.3%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约57.9%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.88,结构止损退出,4,7.35,-6.93,3.0,6.0,-3.0,-6.0,50.0,,T+4,2.16,-7.11,2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-8.98
2026-02-25,2,84.5,601218,吉鑫科技,5.6,3.04,3.21,1.79,-2.32,-1.07,3.57,-2.68,完整5日,T+1,T+2,100.0,100.0,死叉强收口｜启动临界窗口,3,61.2,76.61,71.89,,0.0446,否,99.0,5.6,暂无同日行业数据,未分类,,,未取得市值,,68/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,5.43~5.46（承接/回踩）,5.88~5.91（突破确认）,5.37,5.77,5.86 / 5.86,6.06 / 6.17,当前仍站在20日线之上，20日线相对60日线高约5.4%，但短线均线结构还不算特别强。近20日上涨约4.7%，近5日约3.3%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.72，前期有明显缩量，而当前量比约1.29，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约61.2%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.59,移动止盈退出,4,5.47,0.23,3.0,6.0,-3.0,-6.0,50.0,T+2,T+4,3.76,-2.33,2026-02-26盘中达到第一止盈，但T+1不可卖；2026-02-27达到第一止盈：卖出50%；2026-03-03从峰值回撤约2.2%后退出,-1.07
2026-02-25,3,82.7,600800,渤海化学,4.56,-5.04,-1.97,-1.1,5.48,-4.17,8.77,-6.14,完整5日,T+4,T+4,100.0,82.0,死叉强收口｜启动临界窗口,3,40.46,37.67,14.74,,0.0939,否,99.0,4.56,暂无同日行业数据,未分类,,,未取得市值,,66/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,4.44~4.45（承接/回踩）,4.97~5.02（突破确认）,4.35,4.82,4.96 / 4.96,5.22 / 5.38,当前仍站在20日线之上，20日线相对60日线高约4.4%，但短线均线结构还不算特别强。近20日上涨约-5.8%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.61，前期有明显缩量，而当前量比约1.24，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约40.5%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,4.56,强势止盈/清仓,4,4.83,4.3,3.0,6.0,-3.0,-6.0,50.0,T+4,T+4,8.77,-6.14,2026-02-27触发软止损预警；2026-03-02触发软止损预警；2026-03-03达到第一止盈：卖出50%；达到第二止盈,-4.17
2026-02-25,4,76.0,600981,苏豪汇鸿,3.46,-1.45,-0.58,-6.65,-9.83,-10.98,0.29,-12.14,完整5日,,T+2,100.0,90.0,死叉明显收口｜核心窗口,2,61.41,29.7,26.05,,0.0374,否,77.0,3.46,暂无同日行业数据,未分类,,,未取得市值,,67/100｜筹码结构较好,接近阶段平台高点，重点观察放量突破是否成立,3.37~3.40（承接/回踩）,3.54~3.57（突破确认）,3.29,3.46,3.53 / 3.63,3.68 / 3.76,当前仍站在20日线之上，20日线相对60日线高约1.7%，但短线均线结构还不算特别强。近20日上涨约2.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.77，前期有明显缩量，而当前量比约1.35，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.4%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约61.4%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.46,结构止损退出,3,3.23,-6.85,3.0,6.0,-3.0,-6.0,50.0,,T+3,0.29,-6.94,2026-03-02触发软止损预警；2026-03-02收盘确认结构破坏,-10.98
2026-02-25,5,74.5,603900,莱绅通灵,8.85,-1.69,-1.92,-2.94,-7.8,-9.6,1.24,-11.07,完整5日,,T+1,82.0,100.0,死叉强收口｜启动临界窗口,3,21.09,38.02,29.64,,0.0825,否,67.0,8.85,暂无同日行业数据,未分类,,,未取得市值,,65/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,8.96~8.96（承接/回踩）,11.42~11.53（突破确认）,8.73,11.03,11.39 / 11.39,12.05 / 12.47,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-3.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.47，前期有明显缩量，而当前量比约1.04，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有12次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约21.1%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.88,结构止损退出,4,8.16,-8.31,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.9,-8.67,2026-02-27触发软止损预警；2026-03-02触发软止损预警；2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-9.6
2026-02-26,1,63.4,000670,盈方微,8.66,-0.46,-5.2,-11.32,-10.62,-6.81,-0.46,-13.28,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,23.1,54.48,65.04,,0.1465,否,69.0,8.66,暂无同日行业数据,未分类,,,未取得市值,,63/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,8.70~8.70（承接/回踩）,11.26~11.31（突破确认）,8.60,11.09,11.23 / 11.23,11.54 / 11.72,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-7.4%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.61，前期有明显缩量，而当前量比约1.35，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约23.1%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.57,结构止损退出,3,7.68,-10.59,3.0,6.0,-3.0,-6.0,50.0,,T+3,0.58,-10.5,2026-03-02触发软止损预警；2026-03-03触发软止损预警；2026-03-03收盘确认结构破坏,-6.81
2026-02-26,2,47.6,600179,安通控股,4.91,1.63,3.05,7.74,-0.2,-2.85,8.76,-5.3,完整5日,T+2,T+3,87.0,100.0,死叉强收口｜启动临界窗口,3,-1.06,54.44,62.17,,0.0758,否,62.0,4.91,暂无同日行业数据,未分类,,,未取得市值,,52/100｜筹码结构中性,结构偏弱，不建议因为低价或历史涨停次数单独介入,4.95~4.95（承接/回踩）,5.31~5.34（突破确认）,4.87,5.18,5.29 / 5.34,5.51 / 5.65,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-1.6%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.04，因此“底部缩量”的特征并不突出。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.1%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约-1.1%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,4.91,强势止盈/清仓,3,5.2,4.3,3.0,6.0,-3.0,-6.0,50.0,T+2,T+3,8.76,-0.61,2026-03-02达到第一止盈：卖出50%；达到第二止盈,-2.85
